name,category,subCategory,brand,specifications,mainImageUrl,secondaryImageUrls,technicalSheetFileName,technicalSheetUrl,manuals
Pala Frontal M95HD II,Vial y Agro,Pala Cargadora,Michigan,"Línea:    
Heavy Duty
Capacidad de carga:    
5000 Kg
Capacidad de balde:    
3 m³ (Aprox.)
Altura máxima de carga:    
5283 mm
Altura máxima de descarga:    
3078 mm
Altura máxima a perno:    
4136 mm
Comando operativo:    
Joystick Hidráulico
Tracción:    
4WD
Caja de cambio:    
Powershift
Presión del sistema hidráulico:    
16 Mpa
Sistema de frenos:    
Caliper - Disco
Cabina:    
Sí
Calefacción/Aire acondicionado:    
Si / Si
Vel. elevación de carga:    
6 s
Ángulo máximo de subida:    
30º
Ángulo de articulación:    
35º
Velocidad de trabajo (baja):    
--
Velocidad de traslado (alta):    
36 Km/h
Peso Operativo:    
15.800 Kg
Largo:    
7760 mm
Ancho:    
3000 mm
Alto:    
3380 mm
Distancia entre ejes:    
2930 mm
Trocha:    
2240 mm
Mínima distancia al piso:    
556 mm
Radio de giro:    
6182 mm
Motor Marca:    
Weichai
Motor Potencia:    
162 Kw / 220 Hp
Motor Torque Máximo:    
860 Nm
Motor Cilindrada:    
9.72 L
Rodado Frontal:    
23.5-25 L-3 16PR TT
Rodado Trasero:    
23.5-25 L-3 16PR TT
Sistema eléctrico - Voltaje:    
24 V",https://drive.google.com/file/d/1D1LOgSBRStQhTMQ_PjK9xA56g4_YYSp7/view?usp=drive_link,.,,https://drive.google.com/file/d/1_dE1q477ygtu7SkENh_Qc_ydVBNAEQdU/view?usp=drive_link,.
Pala Frontal M100HD II,Vial y Agro,Pala Cargadora,Michigan,"Línea:    
Heavy Duty
Capacidad de carga:    
5000 Kg
Capacidad de balde:    
3 m³ (Aprox.)
Altura máxima de carga:    
5383 mm
Altura máxima de descarga:    
3080 mm
Altura máxima a perno:    
4163 mm
Comando operativo:    
Joystick Hidráulico
Tracción:    
4WD
Caja de cambio:    
Electroválvula
Presión del sistema hidráulico:    
16 Mpa
Sistema de frenos:    
Caliper - Disco
Cabina:    
Sí
Calefacción/Aire acondicionado:    
Si / Si
Vel. elevación de carga:    
6 s
Ángulo máximo de subida:    
28.6 º
Ángulo de articulación:    
35º
Velocidad de trabajo (baja):    
--
Velocidad de traslado (alta):    
--
Peso Operativo:    
15.800 Kg
Largo:    
7760 mm
Ancho:    
3000 mm
Alto:    
3380 mm
Distancia entre ejes:    
2930 mm
Trocha:    
2240 mm
Mínima distancia al piso:    
409 mm
Radio de giro:    
6537.5 mm
Motor Marca:    
Cummins
Motor Potencia:    
162 Kw / 220 Hp
Motor Torque Máximo:    
860 Nm
Motor Cilindrada:    
9.72 L
Rodado Frontal:    
23.5-25 L-3 16PR TT
Rodado Trasero:    
23.5-25 L-3 16PR TT
Sistema eléctrico - Voltaje:    
24 V",https://drive.google.com/file/d/1jepPzY-q6pF-44ZP5awvC6VvYg_FnB7M/view?usp=drive_link,.,,https://drive.google.com/file/d/19Cviu_6ZDTPxA8BogwIcQAPG7_DzTcK-/view?usp=drive_link,.
Pala Frontal M130HD,Vial y Agro,Pala Cargadora,Michigan,"Línea:    
Heavy Duty
Capacidad de carga:    
6.500 Kg
Capacidad de balde:    
4.2 m³ (Aprox.)
Altura máxima de carga:    
6275 mm
Altura máxima de descarga:    
3450 mm
Altura máxima a perno:    
4720 mm
Comando operativo:    
Joystick hidráulico
Tracción:    
4WD
Caja de cambio:    
Powershift 4WD
Presión del sistema hidráulico:    
19 MPa
Sistema de frenos:    
Caliper de disco
Cabina:    
Si
Calefacción/Aire acondicionado:    
Si / Si
Vel. elevación de carga:    
5,5 s
Ángulo máximo de subida:    
30°
Ángulo de articulación:    
35º
Velocidad de trabajo (baja):    
14 km/h
Velocidad de traslado (alta):    
38 km/h
Peso Operativo:    
22900 Kg
Largo:    
8760 mm
Ancho:    
2945 mm
Alto:    
3510 mm
Distancia entre ejes:    
3400 mm
Trocha:    
2270 mm
Mínima distancia al piso:    
481 mm
Radio de giro:    
--
Motor Marca:    
Weichai
Motor Potencia:    
178 Kw / 240 Hp
Motor Torque Máximo:    
1200 Nm / 1400-1600 rpm
Motor Cilindrada:    
9.726 L
Rodado Frontal:    
26.5-25 L-3 24PR TT
Rodado Trasero:    
26.5-25 L-3 24PR TT
Sistema eléctrico - Voltaje:    
24 V",https://drive.google.com/file/d/10yfgImp43b-v4JSZN9cRcSUrDEQvq8ZW/view?usp=drive_link,.,,https://drive.google.com/file/d/1IZ2agdXEyZ6R2TDu2BAICdcQCIsuf4mp/view?usp=drive_link,.
Pala Frontal M160HD,Vial y Agro, ,Michigan,"Línea:    
Heavy Duty
Capacidad de carga:    
7000 kg
Capacidad de balde:    
5.2 m³
Altura máxima de carga:    
6283 mm
Altura máxima de descarga:    
3460 mm
Altura máxima a perno:    
4623 mm
Comando operativo:    
Joystick hidráulico
Tracción:    
4WD
Caja de cambio:    
Powershift
Presión del sistema hidráulico:    
23 MPa
Sistema de frenos:    
Caliper de circuito único, freno seco
Cabina:    
Si
Calefacción/Aire acondicionado:    
Si / Si
Vel. elevación de carga:    
5,8 seg.
Ángulo máximo de subida:    
--
Ángulo de articulación:    
35º
Velocidad de trabajo (baja):    
6 / 36 km/h
Velocidad de traslado (alta):    
6 / 36 km/h
Peso Operativo:    
7000 Kg
Largo:    
9200 mm
Ancho:    
3100 mm
Alto:    
3460 mm
Distancia entre ejes:    
3550 mm
Trocha:    
2350 mm
Mínima distancia al piso:    
387 mm
Radio de giro:    
7180 mm
Motor Marca:    
Weichai
Motor Potencia:    
199 Kw / 266 Hp
Motor Torque Máximo:    
1100 Nm / 1400-1600 rpm
Motor Cilindrada:    
6 / 9.726 L
Rodado Frontal:    
750/65R25**L-3TL
Rodado Trasero:    
750/65R25**L-3TL
Sistema eléctrico - Voltaje:    
24 V",https://drive.google.com/file/d/1UoWRuNfkuW0fRwcaNyiT6xvqKddw0OCE/view?usp=drive_link,.,,https://drive.google.com/file/d/1Q67WsU_m9xFLr4zYjxGIYUgfE58sgnf_/view?usp=drive_link,.
,,,,,,,,,
Porta-Troncos PT50,Vial y Agro,Porta Troncos,Michigan,"Línea:    
Porta troncos
Dispositivo de Trabajo:    
Joystick Hidráulico + válvula 3er vía
Capacidad de Carga:    
--
Angulo de articulación:    
--
Altura máxima de carga:    
--
Sistema de frenos:    
Caliper - Disco
Distancia entre ejes:    
2500 mm
Ancho de trocha:    
1680 mm
Presión de sistema hidráulico:    
16 Mpa
Velocidad crucero - Avance:    
20 Km/h
Motor - Modelo:    
Kunming YUNNEI
Motor - Potencia:    
60 Kw / 80 Hp
Motor - Torque Máximo:    
285 Nm
Motor - Cilindrada:    
3,6 L
Sistema Electrico - Voltaje:    
24 V
Caja Tipo:    
Powershift
Rodado Tipo:    
16/70-20
Peso operativo:    
5230 Kg
Dimensiones- Largo total (con balde):    
--
Dimensiones - Ancho:    
2130 mm
Dimensiones - Alto:    
2950 mm
Radio de giro:    
--
Mínima distancia al piso:    
330 mm",https://drive.google.com/file/d/1qJ7CPYDcp74hKKIqSwmOjd5zZRif-nOU/view?usp=drive_link,.,,https://drive.google.com/file/d/1sj_vlVXEyYem4FDWy0fqT1zDBhV_19Kn/view?usp=drive_link,.
Porta-Troncos PT55-2003,Vial y Agro,Porta Troncos,Michigan,"Línea:    
Porta troncos
Dispositivo de Trabajo:    
Joystick Hidráulico + válvula 3er vía
Capacidad de Carga:    
1,3 m³
Angulo de articulación:    
3980 mm
Altura máxima de carga:    
3150 mm
Sistema de frenos:    
3980 mm
Distancia entre ejes:    
2800 mm
Ancho de trocha:    
1740 mm
Presión de sistema hidráulico:    
16 MPa
Velocidad crucero - Avance:    
8/20 km/h
Motor - Modelo:    
Kunming YUNNEI
Motor - Potencia:    
75 Kw / 100 Hp
Motor - Torque Máximo:    
414Nm 1800-1600Rpm
Motor - Cilindrada:    
--
Sistema Electrico - Voltaje:    
24 V
Caja Tipo:    
Powershift 4WD
Rodado Tipo:    
16/70-20
Peso operativo:    
6.990 Kg
Dimensiones- Largo total (con balde):    
6350 mm
Dimensiones - Ancho:    
2200 mm
Dimensiones - Alto:    
3000 mm
Radio de giro:    
--
Mínima distancia al piso:    
380 mm",https://drive.google.com/file/d/164RzUa8G42wdv01xAoev7yBvcfwL5dbz/view?usp=drive_link,.,,https://drive.google.com/file/d/11E_LdgJNTQXA5fA8ZWB466SQl83F9CDO/view?usp=drive_link,.
Porta-Troncos PT75-3003,Vial y Agro,Porta Troncos,Michigan,"Línea:    
Heavy Duty
Dispositivo de Trabajo:    
Joystick Hidráulico + válvula 3er vía
Capacidad de Carga:    
2 m3
Angulo de articulación:    
35º
Altura máxima de carga:    
4737 mm
Sistema de frenos:    
Caliper - Disco
Distancia entre ejes:    
2850 mm
Ancho de trocha:    
1850 mm
Presión de sistema hidráulico:    
16 MPa
Velocidad crucero - Avance:    
0 - 28 km/h
Motor - Modelo:    
Weichai (WP6G125E22)
Motor - Potencia:    
92 kw / 125 hp
Motor - Torque Máximo:    
500 Nm / 1400-1600 rpm
Motor - Cilindrada:    
6.75 L
Sistema Electrico - Voltaje:    
24 V
Caja Tipo:    
Powershift
Rodado Tipo:    
17.5-25 L-3 12 Pr TT
Peso operativo:    
10300 Kg +/- 300Kg
Dimensiones- Largo total (con balde):    
7200 mm
Dimensiones - Ancho:    
2500 mm
Dimensiones - Alto:    
3180 mm
Radio de giro:    
--
Mínima distancia al piso:    
345 mm",https://drive.google.com/file/d/1KPxwFRABwbw-3PXDkqfbYFj9vLXeigKP/view?usp=drive_link,.,,https://drive.google.com/file/d/1X_LfDmi2trp0nj-yeJu-od73PtJz7d6V/view?usp=drive_link,.
,,,,,,,,,
Mini Palas MP36,Vial y Agro,Mini Palas,Michigan,"Línea:    
Compact
Dispositivo de Trabajo:    
Monocomandos
Capacidad de Carga:    
760 Kg
Angulo de articulación:    
----
Altura máxima de carga:    
3850 mm
Sistema de frenos:    
Caliper Disco
Distancia entre ejes:    
1050 mm
Ancho de trocha:    
1240 mm
Tiempo de elevación de carga:    
----
Presión de sistema hidráulico:    
21 MPa
Velocidad crucero - Avance:    
11.5 Km/h
Velocidad crucero - Retroceso:    
11.5 Km/h
Angulo maximo de subida:    
-----
Motor - Modelo:    
Xinchai
Motor - Potencia:    
36.8 Kw / 49.3 Hp
Motor - Torque Máximo:    
-----
Motor - Cilindrada:    
3.1 L
Sistema Electrico - Voltaje:    
-----
Caja Tipo:    
-----
Rodado Tipo:    
10x16.5
Peso operativo:    
2800 Kg
Capacidad de balde (Aprox.):    
0.45 m³
Dimensiones- Largo total (con balde):    
3320 mm
Dimensiones - Ancho:    
1530 mm
Dimensiones - Alto:    
2000 mm
Dimensiones - Altura máxima a perno:    
2920 mm
Dimensiones - Altura máxima de descarga:    
2180 mm
Radio de giro:    
-----
Mínima distancia al piso:    
210 mm",https://drive.google.com/file/d/1KmUtJXfnbUBNrL7rf-zkS5M7mpOiKkdK/view?usp=drive_link,https://drive.google.com/file/d/1TBmjdP5wdVTkP8k0z-vFFo2-o_-sE-Ds/view?usp=drive_link; https://drive.google.com/file/d/1ImSN5PcZ_bO460LI8GBGKSU0foo9K04i/view?usp=drive_link; https://drive.google.com/file/d/1G4n7cpwp7WHe9KPa8z015ARcgX4bZbcl/view?usp=drive_link; https://drive.google.com/file/d/1PosjfleYMvIz2uUgdPcQ96NkgZYS9Vbh/view?usp=drive_link,,https://drive.google.com/file/d/1DUTVEcamV4gnJjEdIMz2SqpE1TImJb7b/view?usp=drive_link,.
Mini Palas MP42,Vial y Agro,Mini Palas,Michigan,"Línea:    
Compact
Dispositivo de Trabajo:    
Monocomandos
Capacidad de Carga:    
752 Kg
Angulo de articulación:    
-----
Altura máxima de carga:    
3850 mm
Sistema de frenos:    
Caliper Disco
Distancia entre ejes:    
1050 mm
Ancho de trocha:    
1240 mm
Tiempo de elevación de carga:    
----
Presión de sistema hidráulico:    
21 MPa
Velocidad crucero - Avance:    
11.5 Km/h
Velocidad crucero - Retroceso:    
11.5 Km/h
Angulo maximo de subida:    
-----
Motor - Modelo:    
Kubota
Motor - Potencia:    
36.8 Kw / 49.3 Hp
Motor - Torque Máximo:    
-----
Motor - Cilindrada:    
2.4 L
Sistema Electrico - Voltaje:    
12 V / 120 Ah
Caja Tipo:    
-----
Rodado Tipo:    
10x16.5
Peso operativo:    
2700 Kg
Capacidad de balde (Aprox.):    
0.45 m³
Dimensiones- Largo total (con balde):    
3320 mm
Dimensiones - Ancho:    
1530 mm
Dimensiones - Alto:    
2000 mm
Dimensiones - Altura máxima a perno:    
2920 mm
Dimensiones - Altura máxima de descarga:    
2180 mm
Radio de giro:    
-----
Mínima distancia al piso:    
210 mm",https://drive.google.com/file/d/1QIYfTwlOW9ABAZM6XJUxzqbW1tpE5a8n/view?usp=drive_link,.,,https://drive.google.com/file/d/1YoQpofNLKL8haXL-Ofl83LC7AZg9dyWD/view?usp=drive_link,.
Mini Pala MP45 III,Vial y Agro,Mini Palas,Michigan,"Línea:    
Compact
Dispositivo de Trabajo:    
Palancas Monocomandos
Capacidad de Carga:    
760 kg
Angulo de articulación:    
--
Altura máxima de carga:    
3850 mm
Sistema de frenos:    
--
Distancia entre ejes:    
1050 mm
Ancho de trocha:    
1240 mm
Tiempo de elevación de carga:    
5 s
Presión de sistema hidráulico:    
21 MPa
Velocidad crucero - Avance:    
11.5 Km/h
Velocidad crucero - Retroceso:    
11.5 Km/h
Angulo maximo de subida:    
--
Motor - Modelo:    
Xinchai
Motor - Potencia:    
36.8 Kw / 49.3 Hp
Motor - Torque Máximo:    
--
Motor - Cilindrada:    
3.1 L
Sistema Electrico - Voltaje:    
--
Caja Tipo:    
--
Rodado Tipo:    
10x16.5
Peso operativo:    
2800 Kg
Capacidad de balde (Aprox.):    
0.45 m3
Dimensiones- Largo total (con balde):    
3320 mm
Dimensiones - Ancho:    
1530 mm
Dimensiones - Alto:    
2000 mm
Dimensiones - Altura máxima a perno:    
2980 mm
Dimensiones - Altura máxima de descarga:    
2180 mm
Radio de giro:    
2060 / 1520 mm
Mínima distancia al piso:    
210 mm",https://drive.google.com/file/d/1YwwDnN3qGOcueUFXqsIhGXGhNFfXcQTN/view?usp=drive_link,.,,https://drive.google.com/file/d/1Ia6exlbVLpkLMuzQrAcyzmXEmvAe2W1q/view?usp=drive_link,.
Mini Palas MP55,Vial y Agro,Mini Palas,Michigan,"Línea:    
Compact
Dispositivo de Trabajo:    
Monocomandos
Capacidad de Carga:    
1230 Kg
Angulo de articulación:    
-----
Altura máxima de carga:    
3880 mm
Sistema de frenos:    
Caliper Disco
Distancia entre ejes:    
1080 mm
Ancho de trocha:    
1320 mm
Tiempo de elevación de carga:    
----
Presión de sistema hidráulico:    
21 MPa
Velocidad crucero - Avance:    
11.8 Km/h
Velocidad crucero - Retroceso:    
11.8 Km/h
Angulo maximo de subida:    
-----
Motor - Modelo:    
Xinchai
Motor - Potencia:    
55 Kw / 73.7 Hp
Motor - Torque Máximo:    
-----
Motor - Cilindrada:    
3.1 L
Sistema Electrico - Voltaje:    
-----
Caja Tipo:    
-----
Rodado Tipo:    
12x16.5
Peso operativo:    
3700 Kg
Capacidad de balde (Aprox.):    
0.55 m³
Dimensiones- Largo total (con balde):    
3460 mm
Dimensiones - Ancho:    
1820 mm
Dimensiones - Alto:    
2000 mm
Dimensiones - Altura máxima a perno:    
3060 mm
Dimensiones - Altura máxima de descarga:    
2440 mm
Radio de giro:    
-----
Mínima distancia al piso:    
180 mm",https://drive.google.com/file/d/1i5zLnvlLAaQmUrx0AEJxOITFfIBbzOS9/view?usp=drive_link,.,,https://drive.google.com/file/d/1h51tQ5FXS1GoOCeaegCftNUWKjMc4USs/view?usp=drive_link,https://drive.google.com/file/d/14M2fBWUKiv3LFS5PqpR9bZuGGYEksoHn/view?usp=drive_link
Mini Palas MP63,Vial y Agro,Mini Palas,Michigan,"Línea:    
Compact
Dispositivo de Trabajo:    
Monocomandos
Capacidad de Carga:    
1230 Kg
Angulo de articulación:    
-----
Altura máxima de carga:    
3880 mm
Sistema de frenos:    
Caliper Disco
Distancia entre ejes:    
1080 mm
Ancho de trocha:    
1320 mm
Tiempo de elevación de carga:    
-----
Presión de sistema hidráulico:    
21 MPa
Velocidad crucero - Avance:    
11.8 Km/h
Velocidad crucero - Retroceso:    
11.8 Km/h
Angulo maximo de subida:    
-----
Motor - Modelo:    
Kubota
Motor - Potencia:    
63 Kw / 84.4 Hp
Motor - Torque Máximo:    
-----
Motor - Cilindrada:    
3.62 L
Sistema Electrico - Voltaje:    
-----
Caja Tipo:    
-----
Rodado Tipo:    
12x16.5
Peso operativo:    
3700 Kg
Capacidad de balde (Aprox.):    
0.55 m³
Dimensiones- Largo total (con balde):    
3460 mm
Dimensiones - Ancho:    
1820 mm
Dimensiones - Alto:    
2000 mm
Dimensiones - Altura máxima a perno:    
3060 mm
Dimensiones - Altura máxima de descarga:    
2440 mm
Radio de giro:    
-----
Mínima distancia al piso:    
180 mm",https://drive.google.com/file/d/1MCgb7f4quBFI-Wds-pk1Lt6jHY0vGPFZ/view?usp=drive_link,.,,https://drive.google.com/file/d/1MAejQLIn5no00LQm5RwQd8_y2kgdKY7-/view?usp=drive_link,.
,,,,,,,,,
Topadora Michigan MD18,Vial y Agro,Compactadores,Michigan,"Línea:  
Heavy Duty
Modelo:  
MD18
Motor - Marca:  
Weichai WD10G178E25
Motor - Potencia:  
122kw/170hp
Caja de Transmisión:  
Con giro suspendido de barra tipo viga de equilibrio
Marchas II:  
3: 0-3,33/0-5, 89/0-9,75
Retro marcha:  
3: 0-4,33/0-7,67/0-12,68
Freno:  
---
Radio de giro:  
---
Largo total:  :  
6265
Ancho total:  
3450
Ancho Rodillo:  
Hoja 3450
Peso:  
18.200 Kg
Peso Operativo:  
18.200 Kg
Distribución del eje delantero:  
---
Frecuencia:  
---",https://drive.google.com/file/d/1HlIu8jqVEJDbMA_YUzysFQCm1n0UcKQD/view?usp=drive_link,.,,https://drive.google.com/file/d/1U4DUDM72aakNIa5QY7OIQ2qcytUphohg/view?usp=drive_link,.
Topadora Michigan MD23,Vial y Agro,Compactadores,Michigan,"Línea:  
Heavy Duty
Modelo:  
MD23
Motor - Marca:  
Weichai WD12G240E26
Motor - Potencia:  
180KW/240HP
Caja de Transmisión:  
Tipo de oscilación de viga pulverizada suspendida, tipo de viga de equilibrio
Marchas II:  
3: 0-3.29/0-5. 82/0-9.63
Retro marcha:  
3: 0-4.28/0-7.59/0-12.53
Freno:  
---
Radio de giro:  
---
Largo total:  :  
7090
Ancho total:  
3725
Ancho Rodillo:  
Hoja 3725
Peso:  
23.500 Kg
Peso Operativo:  
23.500 Kg
Distribución del eje delantero:  
---
Frecuencia:  
---",https://drive.google.com/file/d/1FqGP2ZYLJD2sP-LyB5lLYquV1xnCBWcP/view?usp=drive_link,.,,https://drive.google.com/file/d/1_gYJTm_cb5iebwbMwieS8hwBF7Onpw3u/view?usp=drive_link,.
Compactadores TGM 95,Vial y Agro,Compactadores,Michigan,"Línea:  
Heavy Duty
Modelo:  
TGM 95
Motor - Marca:  
Weichai
Motor - Potencia:  
167 Kw / 217 Hp
Caja de Transmisión:  
Powershift 4WD
Marchas II:  
2 avance
Retro marcha:  
1 retroceso
Freno:  
Cáliper-disco
Radio de giro:  
37º
Largo total:  :  
7150 mm
Ancho total:  
3340 mm
Ancho Rodillo:  
3600 x 1860 mm (topador)
Peso:  
20.000 Kg
Peso Operativo:  
20.000 Kg
Distribución del eje delantero:  
--
Frecuencia:  
--",https://drive.google.com/file/d/1ucuWZi2Q1zM9EioY6MufV-fT02QeyAaT/view?usp=drive_link,.,,https://drive.google.com/file/d/17zocr2dAckjTxlswuX3RGiWEI0sW1Cxc/view?usp=drive_link,https://drive.google.com/file/d/1ogEPxZlknnHqzfs_XyhNE_4RDl-qp4Up/view?usp=drive_link
Rodillo vibrocompactador KX3-1.25,Vial y Agro,Compactadores,Michigan,"Línea:  
Compact
Modelo:  
KX3-1.25
Motor - Marca:  
Hanomag - Diesel
Motor - Potencia:  
23 Kw / 30 Hp
Caja de Transmisión:  
Hidroestática con variador
Marchas II:  
12 km/h
Retro marcha:  
12 km/h
Freno:  
Hidrostático
Radio de giro:  
500mm
Largo total:  :  
2760 mm
Ancho total:  
1400 mm
Ancho Rodillo:  
1250 mm
Peso:  
3000 Kg
Peso Operativo:  
3000 Kg
Distribución del eje delantero:  
--
Frecuencia:  
50 Hz",https://drive.google.com/file/d/1h8RWyBtjctT4RVxNItldiinjTPdp6lZb/view?usp=drive_link,.,,https://drive.google.com/file/d/1TE1djR4-znIkGjDb9q_bv91lRJf0PWyB/view?usp=drive_link,https://drive.google.com/file/d/1yP-rtuY-LC8wE5LYwxUp3WRwlEu86-km/view?usp=drive_link
Rodillo vibrocompactador KB3-1.25,Vial y Agro,Compactadores,Michigan,"Línea:  
Compact
Modelo:  
KB3-1.25
Motor - Marca:  
Hanomag -Diesel
Motor - Potencia:  
23 Kw / 30 Hp
Caja de Transmisión:  
Hidroestático
Marchas II:  
12 Km/h
Retro marcha:  
12 Km/h
Freno:  
Hidrostático
Radio de giro:  
500 mm
Largo total:  :  
2760 mm
Ancho total:  
1400 mm
Ancho Rodillo:  
1250 mm
Peso:  
3000 Kg
Peso Operativo:  
3000 Kg
Distribución del eje delantero:  
--
Frecuencia:  
50 Hz",https://drive.google.com/file/d/17bvnTe35XxNpGLFldSWcXnit9Mgt_qM4/view?usp=drive_link,.,,,.
Rolo Vibro-compactador HID12TN,Vial y Agro,Compactadores,Michigan,"Línea:  
Heavy duty
Modelo:  
HID12TN
Motor - Marca:  
Cummins
Motor - Potencia:  
112 Kw / 150 Hp
Caja de Transmisión:  
Hidrostático
Marchas II:  
0 - 10.8 Km/h
Retro marcha:  
0 - 10.8 Km/h
Freno:  
--
Radio de giro:  
6500 mm
Largo total:  :  
5978 mm
Ancho total:  
2280 mm
Ancho Rodillo:  
2120 mm
Peso:  
12000 kg
Peso Operativo:  
--
Distribución del eje delantero:  
6500 Kg
Frecuencia:  
30/36 Hz",https://drive.google.com/file/d/1HFia1iGRxFfvT0RpcA11DUIok1dxt9qm/view?usp=drive_link,.,,https://drive.google.com/file/d/1DrR9jr8HB2cha4trIgKJlzHklBuLvUPT/view?usp=drive_link,.
Rolo Vibro-compactador MEC14TN ,Vial y Agro,Compactadores,Michigan,"Línea:  
Heavy duty
Modelo:  
MEC14TN
Motor - Marca:  
Weichai
Motor - Potencia:  
92 Kw / 123 Hp
Caja de Transmisión:  
--
Marchas II:  
2.32 / 4.1 / 11.38 Km/h
Retro marcha:  
2.32 / 4.1 Km/h
Freno:  
--
Radio de giro:  
6300 mm
Largo total:  :  
5975 mm
Ancho total:  
2280 mm
Ancho Rodillo:  
2120 mm
Peso:  
14000 Kg
Peso Operativo:  
--
Distribución del eje delantero:  
7000 Kg
Frecuencia:  
28 Hz",https://drive.google.com/file/d/1XBgajMeh4Ghtb1O4d2A17vMf9nlYViDs/view?usp=drive_link,.,,https://drive.google.com/file/d/1wb-ybJrbvOqQMDhNXJ8plfcH_TLt52-N/view?usp=drive_link,.
,,,,,,,,,
Pala Frontal y Retro 4WD101-25,Vial y Agro,Retropalas,Michigan,"Línea:  
--
Modelo:  
4WD101-25
Dispositivo de Trabajo:  
Joystick
Capacidad de balde excavador (hasta):  
0.24 m³
Capacidad de balde frontal (hasta):  
1.1 m³
Sistema de frenos:  
Disco humedo accionado hidráulico
Distancia entre ejes:  
2180 mm
Ancho de trocha:  
1840 / 1555 mm
Largo total:  
6200 mm
Ancho máximo:  
3600 mm
Altura máxima:  
2900 mm
Ancho de balde:  
--
Peso Operativo:  
8190 Kg
Despeje:  
350 mm
Angulo máximo de subida:  
--
Motor - Marca:  
Kirloskar
Motor - Potencia:  
71 Kw / 96 Hp
Voltaje:  
--
Caja de Transmisión:  
4WD
Rodado - Frontal:  
12.5/80-18-12PR
Rodado - Trasero:  
16.90-28-12PR
Velocidad Crucero - Avance/ Retroceso I:  
--
Velocidad Crucero - Avance/ Retroceso II:  
--
Velocidad Crucero - Avance/ Retroceso III:  
--
Velocidad Crucero - Avance/ Retroceso IV:  
--
Retropala - Rotación del brazo hacia la izquierda:  
4550 mm
Retropala - Rotación del brazo hacia la derecha:  
4550 mm
Retropala - Altura máxima de descarga:  
3790 mm
Retropala - Máximo radio de descarga en altura máxima:  
40°
Retropala - Máximo radio de excavado:  
5550 mm
Retropala - Angulo máximo de oscilación de balde:  
175°
Retropala - Máxima profundidad de cavado:  
4250 mm
Retropala - Máxima fuerza de cavado:  
39,2 Kn
Pala Frontal - Máxima altura de descarga:  
2760 mm
Pala Frontal - Alcance de descarga:  
890 mm
Pala Frontal - Angulo de descarga:  
40175°
Pala Frontal - Profundidad de cavado:  
80 mm
Pala Frontal - Fuerza de cavado:  
80 mm",https://drive.google.com/file/d/1S_3npzkrtTqWHaQNZhUp9zT6fbr7i94D/view?usp=drive_link,.,,https://drive.google.com/file/d/1929U6MEUkrg3aXAWhRLsoEQcnK3lkgNT/view?usp=drive_link,https://drive.google.com/file/d/1doJ6DkqJd8u0OCdR1I4_5GvpnqDOdkGp/view?usp=drive_link
Pala Frontal y Retro 4WD101-25II ,Vial y Agro,Retropalas,Michigan,"Línea:  
--
Modelo:  
4WD101-25II
Dispositivo de Trabajo:  
Joystick
Capacidad de balde excavador (hasta):  
0.24 m³
Capacidad de balde frontal (hasta):  
1.1 m³
Sistema de frenos:  
Disco humedo accionado hidráulico
Distancia entre ejes:  
2180 mm
Ancho de trocha:  
1840 / 1555 mm
Largo total:  
6200 mm
Ancho máximo:  
3600 mm
Altura máxima:  
2900 mm
Ancho de balde:  
--
Peso Operativo:  
8190 Kg
Despeje:  
350 mm
Angulo máximo de subida:  
--
Motor - Marca:  
Perkins
Motor - Potencia:  
74,5 Kw / 100 Hp
Voltaje:  
--
Caja de Transmisión:  
4WD
Rodado - Frontal:  
12.5/80-18-12PR
Rodado - Trasero:  
16.90-28-12PR
Velocidad Crucero - Avance/ Retroceso I:  
--
Velocidad Crucero - Avance/ Retroceso II:  
--
Velocidad Crucero - Avance/ Retroceso III:  
--
Velocidad Crucero - Avance/ Retroceso IV:  
--
Retropala - Rotación del brazo hacia la izquierda:  
4550 mm
Retropala - Rotación del brazo hacia la derecha:  
4550 mm
Retropala - Altura máxima de descarga:  
3790 mm
Retropala - Máximo radio de descarga en altura máxima:  
40°
Retropala - Máximo radio de excavado:  
5550 mm
Retropala - Angulo máximo de oscilación de balde:  
175°
Retropala - Máxima profundidad de cavado:  
4250 mm
Retropala - Máxima fuerza de cavado:  
39,2 Kn
Pala Frontal - Máxima altura de descarga:  
2760 mm
Pala Frontal - Alcance de descarga:  
890 mm
Pala Frontal - Angulo de descarga:  
40175°
Pala Frontal - Profundidad de cavado:  
80 mm
Pala Frontal - Fuerza de cavado:  
80 mm",https://drive.google.com/file/d/1eBHt1JIQWJeGy6kxNfnkqcSgt780Vry_/view?usp=drive_link,.,,https://drive.google.com/file/d/1Ig9N-vdy7yKhGFWq78Lld5AZwO8XZQKy/view?usp=drive_link,https://drive.google.com/file/d/1RFYAWvF8PAO2fvKiseQ2zUhxaDiwXU_C/view?usp=drive_link
